Ward,Year,Service Request Type,Count
Toronto-St. Paul's (12),2023,District Operations-Contractor Related,14
Toronto-St. Paul's (12),2023,District Operations-Equipment/Untidy Const Site,11
Toronto-St. Paul's (12),2023,District Operations-Process,24
Toronto-St. Paul's (12),2023,District Operations-Restoration,42
Toronto-St. Paul's (12),2023,District Operations-Timeliness,44
Toronto-St. Paul's (12),2023,Dogs off Leash,73
Toronto-St. Paul's (12),2023,Driveway - Damaged / Ponding,24
Toronto-St. Paul's (12),2023,Driveway-Blocked By Windrow,39
Toronto-St. Paul's (12),2023,Election Signs,10
Toronto-St. Paul's (12),2023,Encroachments,14
Toronto-St. Paul's (12),2023,FEL Multi-Res / Recycle Cart / Not Picked Up,27
Toronto-St. Paul's (12),2023,FEL Multi-Res Furniture / Not Picked Up,65
Toronto-St. Paul's (12),2023,FEL Multi-Res Xmas Tree / Not Picked Up,1
Toronto-St. Paul's (12),2023,FEL Non-Res / Garbage / Not Picked Up,15
Toronto-St. Paul's (12),2023,FEL Non-Res Organic / Not Picked Up,1
Toronto-St. Paul's (12),2023,FEL Non-Res Organic Cart / Not Picked Up,2
Toronto-St. Paul's (12),2023,FEL Non-Res Recycle Cart / Not Picked Up,3
Toronto-St. Paul's (12),2023,FEL Non-Res Recycle FEL / Not Picked Up,8
Toronto-St. Paul's (12),2023,Fence,27
Toronto-St. Paul's (12),2023,Fence - Damaged,6
Toronto-St. Paul's (12),2023,Fireworks,1
Toronto-St. Paul's (12),2023,Flashing Beacon Maintenance,3
Toronto-St. Paul's (12),2023,Games,1
Toronto-St. Paul's (12),2023,Garbage / Park / Bin Graffiti on Bin,1
Toronto-St. Paul's (12),2023,Garbage / Park / Bin Overflow,15
Toronto-St. Paul's (12),2023,General Parking Regulations,6
Toronto-St. Paul's (12),2023,Graffiti,116
Toronto-St. Paul's (12),2023,Guardrail - Damaged,9
Toronto-St. Paul's (12),2023,Heavy Trucks,1
Toronto-St. Paul's (12),2023,Hydrant-After Usage Test,6
Toronto-St. Paul's (12),2023,Hydrant-Damage,21
Toronto-St. Paul's (12),2023,Hydrant-Leaking,24
Toronto-St. Paul's (12),2023,Ice and Snow Complaint,127
Toronto-St. Paul's (12),2023,Illegal Dumping,15
Toronto-St. Paul's (12),2023,Illegal Dumping in Park,4
Toronto-St. Paul's (12),2023,Illegal Dumping on Road,20
Toronto-St. Paul's (12),2023,Illegal Dumping on Roadside,29
Toronto-St. Paul's (12),2023,Illegal Off-Street Parking,52
Toronto-St. Paul's (12),2023,Illegal On-Street Parking,10
Toronto-St. Paul's (12),2023,Injured - Domestic,44
Toronto-St. Paul's (12),2023,Injured - Wildlife,719
Toronto-St. Paul's (12),2023,Intersection Safety Review,29
Toronto-St. Paul's (12),2023,Investigate - Animal Care,33
Toronto-St. Paul's (12),2023,Investigate - Animal Extreme Condition,6
Toronto-St. Paul's (12),2023,Investigate - Animal to Animal Bite,16
Toronto-St. Paul's (12),2023,Investigate - Animal to Human Bite,18
Toronto-St. Paul's (12),2023,Investigate - Attack to Animal,8
Toronto-St. Paul's (12),2023,Investigate - Attack to Human,10
Toronto-St. Paul's (12),2023,Investigate - Dog Excrement,9
Toronto-St. Paul's (12),2023,Investigate - Dog Frequently At Large,12
Toronto-St. Paul's (12),2023,Investigate - Menace,33
Toronto-St. Paul's (12),2023,Investigate - Muzzle,6
Toronto-St. Paul's (12),2023,Investigate - No Leash,63
Toronto-St. Paul's (12),2023,Investigate - Noise,116
Toronto-St. Paul's (12),2023,Investigate - Nuisance Cat,2
Toronto-St. Paul's (12),2023,Investigate - Pit Bull,5
Toronto-St. Paul's (12),2023,Investigate - Prohibited Animal,4
Toronto-St. Paul's (12),2023,Investigate - Prohibited Collar,1
Toronto-St. Paul's (12),2023,Investigate - Shelter,1
Toronto-St. Paul's (12),2023,Investigate - Tied Excessive Time,1
Toronto-St. Paul's (12),2023,Investigate - Unsanitary Conditions,15
Toronto-St. Paul's (12),2023,Investigate Pavement Markings,10
Toronto-St. Paul's (12),2023,Investigate Regulatory Signs,59
Toronto-St. Paul's (12),2023,Investigate Temporary Condition Signs,15
Toronto-St. Paul's (12),2023,Investigate Warning Signs,13
Toronto-St. Paul's (12),2023,Lane Designation,4
Toronto-St. Paul's (12),2023,Laneway - Salting / Sanding / Salt,15
Toronto-St. Paul's (12),2023,Laneway - Surface Damage,38
Toronto-St. Paul's (12),2023,Left/Right Turn Signal Priority Features,18
Toronto-St. Paul's (12),2023,Litter / Bike Removal Inquiry,17
Toronto-St. Paul's (12),2023,Litter / Bin / Overflow or Not Picked Up,104
Toronto-St. Paul's (12),2023,Litter / Illegal Dumping Cleanup,114
Toronto-St. Paul's (12),2023,Litter / Laneway / Clean Up,23
Toronto-St. Paul's (12),2023,Litter / Sidewalk & Blvd / Pick Up Request,46
Toronto-St. Paul's (12),2023,Litter / Special Event / Pick Up Request,1
Toronto-St. Paul's (12),2023,Litter/Needle Cleanup,25
Toronto-St. Paul's (12),2023,Loading and Unloading Noise,14
Toronto-St. Paul's (12),2023,Long Grass and Weeds,124
Toronto-St. Paul's (12),2023,Maintenance Hole - Overflowing,13
Toronto-St. Paul's (12),2023,Maintenance Hole-Damage,2
Toronto-St. Paul's (12),2023,Maintenance Holes -Damage / Repair,24
Toronto-St. Paul's (12),2023,Maintenance Holes Lid Loose/Missing,44
Toronto-St. Paul's (12),2023,Missed Leaf Collection,1
Toronto-St. Paul's (12),2023,Missing/Damaged Flexible Bollards,21
Toronto-St. Paul's (12),2023,Missing/Damaged School Flashing Beacons,1
Toronto-St. Paul's (12),2023,Missing/Damaged Signs,260
Toronto-St. Paul's (12),2023,Missing/Damaged Watch Your Speed Boards,5
Toronto-St. Paul's (12),2023,Missing/Faded Pavement Markings,28
Toronto-St. Paul's (12),2023,Motor Vehicle Noise,18
Toronto-St. Paul's (12),2023,Multi-Res / FEL / Bin Inventory,2
Toronto-St. Paul's (12),2023,Multi-Res / Furniture Pile / Not Picked Up,63
Toronto-St. Paul's (12),2023,Multi-Res / Garbage Cart / Not Picked Up,30
Toronto-St. Paul's (12),2023,Multi-Res / Garbage Front-End / Not Picked Up,53
Toronto-St. Paul's (12),2023,Multi-Res / Garbage Pile / Not Picked Up,9
Toronto-St. Paul's (12),2023,Multi-Res / Nite Garbage Pile / Not Picked Up,4
Toronto-St. Paul's (12),2023,Multi-Res / Nite Recycle Cart / Not Picked Up,2
Toronto-St. Paul's (12),2023,Multi-Res / Organic Bin / Not Picked Up,10
Toronto-St. Paul's (12),2023,Multi-Res / Organic Cart / Not Picked Up,6
Toronto-St. Paul's (12),2023,Multi-Res / Organic FEL / Not Picked Up,44
Toronto-St. Paul's (12),2023,Multi-Res / Recycle Cart / Not Picked Up,20
Toronto-St. Paul's (12),2023,Multi-Res / Recycle Front-End / Not Picked Up,24
Toronto-St. Paul's (12),2023,Multi-Res / XMAS Tree / Not Picked Up,3
Toronto-St. Paul's (12),2023,Multi-Res / XMAS Tree / Pick Up,19
Toronto-St. Paul's (12),2023,Multi-Res / Yard Waste / Not Picked Up,9
Toronto-St. Paul's (12),2023,New Pedestrian Crossover,5
Toronto-St. Paul's (12),2023,New Traffic Control Signal Request,8
Toronto-St. Paul's (12),2023,Non-Res Garbage Bag / Not Picked Up,2
Toronto-St. Paul's (12),2023,Non-Res Garbage Bag Nite / Not Picked Up,6
Toronto-St. Paul's (12),2023,Non-Res Garbage Bin / Not Picked Up,4
Toronto-St. Paul's (12),2023,Non-Res Garbage Bin Nite / Not Picked Up,13
Toronto-St. Paul's (12),2023,Non-Res Organic Bin / Not Picked Up,6
Toronto-St. Paul's (12),2023,Non-Res Organic Bin Nite / Not Picked Up,8
Toronto-St. Paul's (12),2023,Non-Res Recycle Bin / Not Picked Up,7
Toronto-St. Paul's (12),2023,Non-Res Recycle Bin Nite / Not Picked Up,14
Toronto-St. Paul's (12),2023,One-way Streets,2
Toronto-St. Paul's (12),2023,Operator / Operations Compliment,8
Toronto-St. Paul's (12),2023,Owner Surrender - Live,1
Toronto-St. Paul's (12),2023,PXO Maintenance,21
Toronto-St. Paul's (12),2023,Park Use,18
Toronto-St. Paul's (12),2023,Pedestrian Crossing Protection,5
Toronto-St. Paul's (12),2023,Pedestrian Crossover Operation,2
Toronto-St. Paul's (12),2023,Pedestrian Issues/Timing/Delays,11
Toronto-St. Paul's (12),2023,Pollution Spill Response,16
Toronto-St. Paul's (12),2023,Postering City Property/Structures,14
Toronto-St. Paul's (12),2023,Power Device Noise,28
Toronto-St. Paul's (12),2023,Prohibited Waste,6
Toronto-St. Paul's (12),2023,Property Damaged/Collections Curb Day,5
Toronto-St. Paul's (12),2023,Property Damaged/Collections FEL,4
Toronto-St. Paul's (12),2023,Property Standards,685
Toronto-St. Paul's (12),2023,Public Spaces Complaint,55
Toronto-St. Paul's (12),2023,Publication Request - Solid Waste,141
Toronto-St. Paul's (12),2023,RESCU Maintenance,1
Toronto-St. Paul's (12),2023,Recycle / Park / Bin Graffiti on Bin,1
Toronto-St. Paul's (12),2023,Registration - Toronto Water,94
Toronto-St. Paul's (12),2023,Res / Above Comm / Organic Green Bin / Not Picked Up,1
Toronto-St. Paul's (12),2023,Res / Garbage / Multiple Addresses Not Picked Up,7
Toronto-St. Paul's (12),2023,Res / Garbage / Not Picked Up,117
Toronto-St. Paul's (12),2023,Res / Garbage Front&Side / Not Picked Up,3
Toronto-St. Paul's (12),2023,Res / Nite Garbage / Multiple Addresses / Not Picked Up,1
Toronto-St. Paul's (12),2023,Res / Nite Garbage / Not Picked Up,7
Toronto-St. Paul's (12),2023,Res / Nite Organic / Not Picked Up,9
Toronto-St. Paul's (12),2023,Res / Nite Recycle / Not Picked Up,7
Toronto-St. Paul's (12),2023,Res / Nite Yard Waste Multiple Addresses / Not Picked Up,1
Toronto-St. Paul's (12),2023,Res / Org&Garbage Front&Side / Not Picked Up,6
Toronto-St. Paul's (12),2023,Res / Org&Garbage Multiple Addresses / Not Picked Up,9
Toronto-St. Paul's (12),2023,Res / Org&Recycle Front&Side / Not Picked Up,10
Toronto-St. Paul's (12),2023,Res / Org&Recycle Multiple Addresses / Not Picked Up,8
Toronto-St. Paul's (12),2023,Res / Organic Bin / Additional,35
Toronto-St. Paul's (12),2023,Res / Organic Bin / New Account,29
Toronto-St. Paul's (12),2023,Res / Organic Bin / Replace Damaged,2
Toronto-St. Paul's (12),2023,Res / Organic Bin / Replace Missing,152
Toronto-St. Paul's (12),2023,Res / Organic Front&Side / Not Picked Up,1
Toronto-St. Paul's (12),2023,Res / Organic Green Bin / Multiple Addresses / Not Picked Up,6
Toronto-St. Paul's (12),2023,Res / Organic Green Bin / Not Picked Up,54
Toronto-St. Paul's (12),2023,Res / Organic&Garbage / Not Picked Up,48
Toronto-St. Paul's (12),2023,Res / Organic&Recycle / Not Picked Up,28
Toronto-St. Paul's (12),2023,Res / Recycle / Multiple Addresses / Not Picked Up,5
Toronto-St. Paul's (12),2023,Res / Recycle / Not Picked Up,99
Toronto-St. Paul's (12),2023,Res / Recycle Front&Side / Not Picked Up,2
Toronto-St. Paul's (12),2023,Res / Yard Waste Multiple Addresses / Not Picked Up,7
Toronto-St. Paul's (12),2023,Res Above Comm / Nite Garbage / Not Picked Up,9
Toronto-St. Paul's (12),2023,Res Above Comm / Nite Recycle / Not Picked Up,6
Toronto-St. Paul's (12),2023,Res Above Comm / Nite Yard Waste / Not Picked Up,1
Toronto-St. Paul's (12),2023,Reserved Lane,3
Toronto-St. Paul's (12),2023,Residential / Nite Furniture / Not Picked Up,3
Toronto-St. Paul's (12),2023,Residential / Nite Yard Waste / Not Picked Up,2
Toronto-St. Paul's (12),2023,Residential / XMAS Tree / Not Picked Up,26
Toronto-St. Paul's (12),2023,Residential / Yard Waste / Not Picked Up,72
Toronto-St. Paul's (12),2023,Residential Furniture / Not Picked Up,191
Toronto-St. Paul's (12),2023,Residential: Bin: Repair or Replace Body/Handle,544
Toronto-St. Paul's (12),2023,Residential: Bin: Repair or Replace Lid,976
Toronto-St. Paul's (12),2023,Residential: Bin: Repair or Replace Metal Bar,12
Toronto-St. Paul's (12),2023,Residential: Bin: Repair or Replace Wheel,35
Toronto-St. Paul's (12),2023,Residential: Bin: Wrong Delivery,78
Toronto-St. Paul's (12),2023,Residential: Garbage Bin: Additional Extra Large,33
Toronto-St. Paul's (12),2023,Residential: Garbage Bin: Additional Large,12
Toronto-St. Paul's (12),2023,Residential: Garbage Bin: Additional Medium,11
Toronto-St. Paul's (12),2023,Residential: Garbage Bin: Additional Small,5
Toronto-St. Paul's (12),2023,Residential: Garbage Bin: Exchange to Extra Large,61
Toronto-St. Paul's (12),2023,Residential: Garbage Bin: Exchange to Large,127
Toronto-St. Paul's (12),2023,Residential: Garbage Bin: Exchange to Medium,112
Toronto-St. Paul's (12),2023,Residential: Garbage Bin: Exchange to Small,53
Toronto-St. Paul's (12),2023,Residential: Garbage Bin: Missing,148
Toronto-St. Paul's (12),2023,Residential: Garbage Bin: New Account Extra Large,9
Toronto-St. Paul's (12),2023,Residential: Garbage Bin: New Account Large,8
Toronto-St. Paul's (12),2023,Residential: Garbage Bin: New Account Medium,8
Toronto-St. Paul's (12),2023,Residential: Garbage Bin: New Account Small,3
Toronto-St. Paul's (12),2023,Residential: Recycle Bin: Additional Extra Large,49
Toronto-St. Paul's (12),2023,Residential: Recycle Bin: Additional Large,16
Toronto-St. Paul's (12),2023,Residential: Recycle Bin: Additional Medium,9
Toronto-St. Paul's (12),2023,Residential: Recycle Bin: Additional Small,2
Toronto-St. Paul's (12),2023,Residential: Recycle Bin: Exchange to Large,59
Toronto-St. Paul's (12),2023,Residential: Recycle Bin: Exchange to Medium,33
Toronto-St. Paul's (12),2023,Residential: Recycle Bin: Exchange to Small,10
Toronto-St. Paul's (12),2023,Residential: Recycle Bin: Missing,153
Toronto-St. Paul's (12),2023,Residential: Recycle Bin: New Account Extra Large,10
Toronto-St. Paul's (12),2023,Residential: Recycle Bin: New Account Large,11
Toronto-St. Paul's (12),2023,Residential: Recycle Bin: New Account Medium,8
Toronto-St. Paul's (12),2023,Residential: Recycle Bin: New Account Small,1
Toronto-St. Paul's (12),2023,Residential:Recycle Bin:Exchange to Extra Large,86
Toronto-St. Paul's (12),2023,Restoration Related,3
Toronto-St. Paul's (12),2023,Retaining Wall - Damage / Repair,4
Toronto-St. Paul's (12),2023,Road - Cleaning/Debris,237
Toronto-St. Paul's (12),2023,Road - Damaged,51
Toronto-St. Paul's (12),2023,Road - Graffiti Complaint,16
Toronto-St. Paul's (12),2023,Road - Gravel Roads/Construction,5
Toronto-St. Paul's (12),2023,Road - Plough Damage,3
Toronto-St. Paul's (12),2023,Road - Pot hole,775
Toronto-St. Paul's (12),2023,Road - Sanding / Salting Required,180
Toronto-St. Paul's (12),2023,Road - Sinking,109
Toronto-St. Paul's (12),2023,Road Design,3
Toronto-St. Paul's (12),2023,Road Ploughing Required,130
Toronto-St. Paul's (12),2023,Road Water Ponding,15
Toronto-St. Paul's (12),2023,Road-Winter Request/ Complaint,80
Toronto-St. Paul's (12),2023,Roadside - Plough Damage,16
Toronto-St. Paul's (12),2023,Roadside Utility Cut - Settlement,13
Toronto-St. Paul's (12),2023,Roadway Utility Cut - Settlement,31
Toronto-St. Paul's (12),2023,Salting-Winter (WSL/HYDT/VALVE/Watermain Break Locations etc.),2
Toronto-St. Paul's (12),2023,School Bus Loading Zone,1
Toronto-St. Paul's (12),2023,School Crossing Guard - No Show,4
Toronto-St. Paul's (12),2023,School Safety Programs,1
Toronto-St. Paul's (12),2023,School-Related Warning Signs,1
Toronto-St. Paul's (12),2023,Service - Protective Custody,5
Toronto-St. Paul's (12),2023,Services - Protective Custody,13
Toronto-St. Paul's (12),2023,Services - Wildlife Education,2
Toronto-St. Paul's (12),2023,Sewer Odour,24
Toronto-St. Paul's (12),2023,Sewer Service Line-Blocked,232
Toronto-St. Paul's (12),2023,Sewer Service Line-Cleanout Repair,18
Toronto-St. Paul's (12),2023,Sewer main-Backup,1
Toronto-St. Paul's (12),2023,Shoulder - Maintenance,1
Toronto-St. Paul's (12),2023,Sidewalk - Cleaning,96
Toronto-St. Paul's (12),2023,Sidewalk - Damaged / Concrete,102
Toronto-St. Paul's (12),2023,Sidewalk - Damaged /Brick/Interlock,15
Toronto-St. Paul's (12),2023,Sidewalk - Graffiti Complaint,26
Toronto-St. Paul's (12),2023,Sidewalk - Paraplegic Ramps,5
Toronto-St. Paul's (12),2023,Sidewalk - Snow Clearing,233
Toronto-St. Paul's (12),2023,Sidewalk Icy|| Needs Sand/Salt,109
Toronto-St. Paul's (12),2023,Sight Line Obstruction,33
Toronto-St. Paul's (12),2023,Signal Timing Review/Vehicle Delays,15
Toronto-St. Paul's (12),2023,Signs,36
Toronto-St. Paul's (12),2023,Sink Hole,12
Toronto-St. Paul's (12),2023,Snow Removal - General,13
Toronto-St. Paul's (12),2023,Snow Removal - School Zone,13
Toronto-St. Paul's (12),2023,Snow Removal - Sightline Problem,30
Toronto-St. Paul's (12),2023,Speed Bumps in Laneway,2
Toronto-St. Paul's (12),2023,Speed Watch Programme,6
Toronto-St. Paul's (12),2023,Speeding,3
Toronto-St. Paul's (12),2023,Spills/Cleanup/Collections Curb Day,10
Toronto-St. Paul's (12),2023,Spills/Cleanup/Collections FEL,2
Toronto-St. Paul's (12),2023,Spills/Cleanup/Litter Operations,1
Toronto-St. Paul's (12),2023,Staff Conduct/Collections Curb Day,39
Toronto-St. Paul's (12),2023,Staff Conduct/Collections FEL,3
Toronto-St. Paul's (12),2023,Staff Conduct/Collections Nights,2
Toronto-St. Paul's (12),2023,Staff Conduct/Litter Operations,1
Toronto-St. Paul's (12),2023,Stationary Source Noise,92
Toronto-St. Paul's (12),2023,Stoop N Scoop,1
Toronto-St. Paul's (12),2023,Stray - At Large,30
Toronto-St. Paul's (12),2023,Stray - Attack,1
Toronto-St. Paul's (12),2023,Stray - Confined,54
Toronto-St. Paul's (12),2023,Street furniture damaged,27
Toronto-St. Paul's (12),2023,Student Crossing Issues,1
Toronto-St. Paul's (12),2023,Student Pick-up/Drop-off Area,2
Toronto-St. Paul's (12),2023,TAS Comment / Suggestion,1
Toronto-St. Paul's (12),2023,TAS Staff / Service Complaint,5
Toronto-St. Paul's (12),2023,Taxi|| Limo Complaint,3
Toronto-St. Paul's (12),2023,Time Limit or Excessive Duration Parking,3
Toronto-St. Paul's (12),2023,Traffic Calming Measures,24
Toronto-St. Paul's (12),2023,Traffic Infiltration,6
Toronto-St. Paul's (12),2023,Traffic Island-Grass Needs Cutting,11
Toronto-St. Paul's (12),2023,Traffic Sign - Graffiti Complaint,11
Toronto-St. Paul's (12),2023,Traffic Signal - Graffiti Complaint,11
Toronto-St. Paul's (12),2023,Traffic Signal Maintenance,102
Toronto-St. Paul's (12),2023,Trees and Plants,3
Toronto-St. Paul's (12),2023,Unknown - 30080-ROE,7
Toronto-St. Paul's (12),2023,Unknown - CSROBKL-01,9
Toronto-St. Paul's (12),2023,Unknown - CSROBKL-02,6
Toronto-St. Paul's (12),2023,Unknown - CSROBKL-03,7
Toronto-St. Paul's (12),2023,Unknown - MLSBLEMMVN,15
Toronto-St. Paul's (12),2023,Unknown - SRVCR,26
Toronto-St. Paul's (12),2023,Unknown - TAS56,14
Toronto-St. Paul's (12),2023,Unknown - TAS57,6
Toronto-St. Paul's (12),2023,Unknown - TPROW-14,6
Toronto-St. Paul's (12),2023,Unknown - TSO-CMP01,1
Toronto-St. Paul's (12),2023,Unknown - TSO-CMP04,1
Toronto-St. Paul's (12),2023,Unknown - TSO-CMP08,2
Toronto-St. Paul's (12),2023,Unknown - TSO-PSOI,3
Toronto-St. Paul's (12),2023,Unknown - TSO-VSOI,4
Toronto-St. Paul's (12),2023,Unknown - TSO-VZ01,1
Toronto-St. Paul's (12),2023,Unknown - TSO-VZ07,1
Toronto-St. Paul's (12),2023,Unknown - TSO-VZ13,3
Toronto-St. Paul's (12),2023,Unknown - TSO-VZ14,3
Toronto-St. Paul's (12),2023,Unreasonable and Persistent Noise,112
Toronto-St. Paul's (12),2023,Vehicles,2
Toronto-St. Paul's (12),2023,Walkway - Snow Clearing/ Salting required,8
Toronto-St. Paul's (12),2023,Walkway - damaged,68
Toronto-St. Paul's (12),2023,Walkway-Weeds Need Cutting,7
Toronto-St. Paul's (12),2023,Waste,155
Toronto-St. Paul's (12),2023,Waste Storage,33
Toronto-St. Paul's (12),2023,Water Meter-Leaking,5
Toronto-St. Paul's (12),2023,Water Quality-Discoloured (Rusty or dirty) Water,9
Toronto-St. Paul's (12),2023,Water Service Line - Low Pressure|| Low Flow - Ongoing,44
Toronto-St. Paul's (12),2023,Water Service Line - Low Pressure|| Low Flow Inspection - (Sudden),21
Toronto-St. Paul's (12),2023,Water Service Line-Check Water Service Box,107
Toronto-St. Paul's (12),2023,Water Service Line-Leaking,55
Toronto-St. Paul's (12),2023,Water Service Line-No Water,73
Toronto-St. Paul's (12),2023,Water Service Line-Turn Off,141
Toronto-St. Paul's (12),2023,Water Service Line-Turn Off/Burst,55
Toronto-St. Paul's (12),2023,Water Service Line-Turn On,109
Toronto-St. Paul's (12),2023,Water Service Test for High Lead Content,30
Toronto-St. Paul's (12),2023,Water Valve-Leaking,20
Toronto-St. Paul's (12),2023,Water-Miscellaneous,2
Toronto-St. Paul's (12),2023,Watermain Valve - Turn Off,1
Toronto-St. Paul's (12),2023,Watermain-Possible Break,80
Toronto-St. Paul's (12),2023,West Nile Virus - Standing Water / Roadway,2
Toronto-St. Paul's (12),2023,West Nile Virus-Standing Water / Roadside,7
Toronto-St. Paul's (12),2023,Wrong Location/Time/Day,84
Toronto-St. Paul's (12),2023,Zoning,143
Toronto-St. Paul's (12),2024,Accessibility Complaint,1
Toronto-St. Paul's (12),2024,Adequate Heat,147
Toronto-St. Paul's (12),2024,All / Hazardous Waste / Not Picked Up,10
Toronto-St. Paul's (12),2024,All / Hazardous Waste / Pick Up Request,347
Toronto-St. Paul's (12),2024,All-Way Stop Sign Controls,3
Toronto-St. Paul's (12),2024,Alternate Side Parking,3
Toronto-St. Paul's (12),2024,Amplified Sound,297
Toronto-St. Paul's (12),2024,Animals,3
Toronto-St. Paul's (12),2024,Appliance (Emergency),4
Toronto-St. Paul's (12),2024,Application Mail Out / Non-Res,8
Toronto-St. Paul's (12),2024,Application Status / Non-Res,13
Toronto-St. Paul's (12),2024,Bike Lane - Winter Maintenance Required,6
Toronto-St. Paul's (12),2024,Bin Investigation Request,262
Toronto-St. Paul's (12),2024,Blocked Access By Parking,9
Toronto-St. Paul's (12),2024,Bollard - Damaged,8
Toronto-St. Paul's (12),2024,Boulevard - Pick-Up Shopping Carts,5
Toronto-St. Paul's (12),2024,Boulevard - Plough Damage,8
Toronto-St. Paul's (12),2024,Boulevards - Damaged Asphalt,56
Toronto-St. Paul's (12),2024,Boulevards - Snow Piled Too High / Too Much,1
Toronto-St. Paul's (12),2024,Boulevards - Weed Removal,11
Toronto-St. Paul's (12),2024,Boulevards-Grass Cutting,29
Toronto-St. Paul's (12),2024,Bridge - Damaged Structure,4
Toronto-St. Paul's (12),2024,Bridge - Debris / Litter,1
Toronto-St. Paul's (12),2024,Bridge - Graffiti Complaint,48
Toronto-St. Paul's (12),2024,Bridge - Surface Repair,4
Toronto-St. Paul's (12),2024,Bridge Falling Debris,1
Toronto-St. Paul's (12),2024,Bridge Icy Needs Sand/Salt,2
Toronto-St. Paul's (12),2024,Bus Stop Icy Needs Sand/Salt,2
Toronto-St. Paul's (12),2024,Bus Stops Snow Clearing Required,3
Toronto-St. Paul's (12),2024,Business Complaint,39
Toronto-St. Paul's (12),2024,Bylaw Enforcement: Excavation,1
Toronto-St. Paul's (12),2024,Cadaver - Domestic,40
Toronto-St. Paul's (12),2024,Cadaver - Wildlife,832
Toronto-St. Paul's (12),2024,Catch Basin - Blocked / Flooding,106
Toronto-St. Paul's (12),2024,Catch Basin - Damaged Maintenance Requested,9
Toronto-St. Paul's (12),2024,Catch Basin - Debris / Litter,7
Toronto-St. Paul's (12),2024,Catch Basin -Cover Missing / Damaged / Loose,4
Toronto-St. Paul's (12),2024,Catch basin (Storm) - Damage,23
Toronto-St. Paul's (12),2024,Catch basin (Storm) - Other,9
Toronto-St. Paul's (12),2024,Catch basin (Storm) - Overflowing,37
Toronto-St. Paul's (12),2024,Catch basin Maintenance and Repair,6
Toronto-St. Paul's (12),2024,Catch basin on Expressway requires cleaning,1
Toronto-St. Paul's (12),2024,Commercial Enterprises,1
Toronto-St. Paul's (12),2024,Complaint - Crossing Guard Conduct,25
Toronto-St. Paul's (12),2024,Complaint / Investigation - Grass and Weeds Enforcement,41
Toronto-St. Paul's (12),2024,Complaint / Investigation - Idling Enforcement,61
Toronto-St. Paul's (12),2024,Complaint / Investigation - Leaves,13
Toronto-St. Paul's (12),2024,Complaint / Investigation - Water Discharge,58
Toronto-St. Paul's (12),2024,Complaint regarding Contractor,77
Toronto-St. Paul's (12),2024,Complaint-Access,1
Toronto-St. Paul's (12),2024,Complaint-Disability,2
Toronto-St. Paul's (12),2024,Complaint-Outcome of the Service,88
Toronto-St. Paul's (12),2024,Complaint-Process and Procedures,13
Toronto-St. Paul's (12),2024,Complaint-Staff Conduct,20
Toronto-St. Paul's (12),2024,Complaint-Time Line of the Service,32
Toronto-St. Paul's (12),2024,Complaint/Investigation - Encroachment,291
Toronto-St. Paul's (12),2024,Complaint/Investigation -Abandoned Bikes,14
Toronto-St. Paul's (12),2024,Compliment-Employee/Operation,3
Toronto-St. Paul's (12),2024,Conduct,8
Toronto-St. Paul's (12),2024,Construction Noise,401
Toronto-St. Paul's (12),2024,Containers,7
Toronto-St. Paul's (12),2024,Contaminated Waste/Preparation,7
Toronto-St. Paul's (12),2024,Corner Parking Prohibition,1
Toronto-St. Paul's (12),2024,Coyote Response - Animal Attack,1
Toronto-St. Paul's (12),2024,Coyote Response - Animal Bite,2
Toronto-St. Paul's (12),2024,Coyote Response - Danger to Public Safety,5
Toronto-St. Paul's (12),2024,Culverts - Blocked,1
Toronto-St. Paul's (12),2024,Curb - Adjust Height (Too High/Low),15
Toronto-St. Paul's (12),2024,Curb - Damaged,18
Toronto-St. Paul's (12),2024,Disabled Loading Zone,4
Toronto-St. Paul's (12),2024,Disabled Persons' Parking Space,14
Toronto-St. Paul's (12),2024,Dispute SR Status/Bins,64
Toronto-St. Paul's (12),2024,Dispute SR Status/Collections Curb Day,119
Toronto-St. Paul's (12),2024,Dispute SR Status/Collections FEL,25
Toronto-St. Paul's (12),2024,Dispute SR Status/Collections Nights,5
Toronto-St. Paul's (12),2024,Dispute SR Status/Litter Operations,4
Toronto-St. Paul's (12),2024,District Operations-Attitude and Behavior,2
Toronto-St. Paul's (12),2024,District Operations-Compliment,3
Toronto-St. Paul's (12),2024,District Operations-Construction Site Unsafe,3
Toronto-St. Paul's (12),2024,District Operations-Contractor Related,10
Toronto-St. Paul's (12),2024,District Operations-Equipment/Untidy Const Site,2
Toronto-St. Paul's (12),2024,District Operations-Process,43
Toronto-St. Paul's (12),2024,District Operations-Restoration,8
Toronto-St. Paul's (12),2024,District Operations-Timeliness,66
Toronto-St. Paul's (12),2024,Ditch Maintenance Requested,3
Toronto-St. Paul's (12),2024,Dogs off Leash,94
Toronto-St. Paul's (12),2024,Driveway - Damaged / Ponding,20
Toronto-St. Paul's (12),2024,Election Signs,30
Toronto-St. Paul's (12),2024,Encroachments,9
Toronto-St. Paul's (12),2024,Expressway requires cleaning.,1
Toronto-St. Paul's (12),2024,FEL Multi-Res / Recycle Cart / Not Picked Up,24
Toronto-St. Paul's (12),2024,FEL Multi-Res Furniture / Not Picked Up,48
Toronto-St. Paul's (12),2024,FEL Multi-Res Xmas Tree / Not Picked Up,2
